"","iteraciones","distancia","masa"
"3064",14,0.0179789718700308,"69"
"3065",15,0.018701839075252,"75"
"3066",16,0.0126956509710922,"41"
"3067",17,0.0131142183867163,"43"
"3068",18,0.0218283853359086,"98"
"3069",19,0.0150989201808768,"54"
"3070",20,0.0128214168208206,"39"
"3071",21,0.0138954789224287,"48"
"3072",22,0.0195176333667737,"75"
"3073",23,0.0152266846994337,"54"
"3074",24,0.0128729118251876,"27"
"3075",25,0.0205931380709595,"101"
"3076",26,0.0163505595471677,"59"
"3077",27,0.020281295381611,"83"
"3078",28,0.00784702458027219,"21"
"3079",29,0.00785399878478508,"8"
"3080",30,0.0235154242143036,"121"
"3081",31,0.00926669217137813,"21"
"3082",32,0.0214084471567467,"95"
"3083",33,0.0163093503430094,"59"
"3084",34,0.0225923449927638,"105"
"3085",35,0.0200649432568408,"86"
"3086",36,0.0094356438720283,"24"
"3087",37,0.00597907797273793,"16"
"3088",38,0.00612130404636857,"9"
"3089",39,0.0141243782686918,"50"
"3090",40,0.0116703496224279,"17"
"3091",41,0.0128231264371349,"33"
"3092",42,0.0135067058004539,"46"
"3093",43,0.00928760828349608,"12"
"3094",44,0.0221050580310119,"119"
"3095",45,0.0158694676271728,"83"
"3096",46,0.0129523893147747,"41"
"3097",47,0.0148015877326171,"63"
"3098",48,0.0209738475874868,"118"
"3099",49,0.0133954652764004,"46"
"3100",50,0.0128961929147887,"28"
"3101",1,0.00975732655855223,"20"
"3102",2,0.00207522678990001,"5"
"3103",3,0.0127158368927057,"41"
"3104",4,0.00606890513381241,"21"
"3105",5,0.00834769055523026,"23"
"3106",6,0.00866926872388917,"14"
"3107",7,0.00786840423348964,"13"
"3108",8,0.0111810219987929,"36"
"3109",9,0.0106614247211517,"34"
"3110",10,0.0137440552488477,"30"
"3111",11,0.0218459522806161,"81"
"3112",12,0.0044682054466993,"13"
"3113",13,0.016863227766673,"59"
"3114",14,0.0170775653075036,"69"
"3115",15,0.0180478176201153,"75"
"3116",16,0.0125382119293868,"41"
"3117",17,0.0147183118170339,"43"
"3118",18,0.0169291247897342,"98"
"3119",19,0.0161512345038897,"54"
"3120",20,0.0144094367013121,"39"
"3121",21,0.0147853686264615,"48"
"3122",22,0.0208007192893725,"75"
"3123",23,0.0162747736073844,"54"
