"","k","Tiempos","Tipo"
"197",20000,0.585034132003784,"Paralelo"
"198",20000,0.712040901184082,"Paralelo"
"199",20000,0.676038026809692,"Paralelo"
"200",20000,0.593034029006958,"Paralelo"
"201",35000,2.11312103271484,"Paralelo"
"202",35000,2.0621178150177,"Paralelo"
"203",35000,2.00611519813538,"Paralelo"
"204",35000,1.91010880470276,"Paralelo"
"205",35000,1.99311399459839,"Paralelo"
"206",35000,1.91911005973816,"Paralelo"
"207",35000,1.94511103630066,"Paralelo"
"208",35000,1.99711394309998,"Paralelo"
"209",35000,1.91510987281799,"Paralelo"
"210",35000,2.32513308525085,"Paralelo"
"211",35000,1.92611002922058,"Paralelo"
"212",35000,2.09011888504028,"Paralelo"
"213",35000,1.93311095237732,"Paralelo"
"214",35000,1.98311305046082,"Paralelo"
"215",35000,2.168123960495,"Paralelo"
"216",35000,1.94511103630066,"Paralelo"
"217",35000,1.95511198043823,"Paralelo"
"218",35000,1.91610908508301,"Paralelo"
"219",35000,2.23112797737122,"Paralelo"
"220",35000,1.9071090221405,"Paralelo"
"221",35000,1.92010998725891,"Paralelo"
"222",35000,2.05711793899536,"Paralelo"
"223",35000,2.08311915397644,"Paralelo"
"224",35000,1.95111083984375,"Paralelo"
"225",35000,2.01011514663696,"Paralelo"
"226",35000,2.10812091827393,"Paralelo"
"227",35000,1.92010998725891,"Paralelo"
"228",35000,1.91410899162292,"Paralelo"
"229",35000,2.04211711883545,"Paralelo"
"230",35000,1.9241099357605,"Paralelo"
"231",35000,2.00911498069763,"Paralelo"
"232",35000,1.90910911560059,"Paralelo"
"233",35000,2.29213094711304,"Paralelo"
"234",35000,1.99411416053772,"Paralelo"
"235",35000,1.94311189651489,"Paralelo"
"236",35000,2.00911498069763,"Paralelo"
"237",35000,1.95311093330383,"Paralelo"
"238",35000,1.898108959198,"Paralelo"
"239",35000,2.0411171913147,"Paralelo"
"240",35000,1.99711394309998,"Paralelo"
"241",35000,1.90310907363892,"Paralelo"
"242",35000,1.88210797309875,"Paralelo"
"243",35000,1.9851131439209,"Paralelo"
"244",35000,1.94511103630066,"Paralelo"
"245",35000,1.926109790802,"Paralelo"
"246",35000,1.91710901260376,"Paralelo"
"247",35000,1.98011302947998,"Paralelo"
"248",35000,1.89610910415649,"Paralelo"
"249",35000,1.92510986328125,"Paralelo"
"250",35000,2.08111906051636,"Paralelo"
"251",35000,1.90710878372192,"Paralelo"
"252",35000,1.93111109733582,"Paralelo"
"253",35000,1.9071090221405,"Paralelo"
"254",35000,1.97011208534241,"Paralelo"
"255",35000,2.01211595535278,"Paralelo"
"256",35000,1.98111295700073,"Paralelo"
"257",35000,2.0061149597168,"Paralelo"
"258",35000,1.89710807800293,"Paralelo"
"259",35000,1.89710903167725,"Paralelo"
"260",35000,1.90810894966125,"Paralelo"
"261",35000,2.02611613273621,"Paralelo"
"262",35000,1.89510798454285,"Paralelo"
"263",35000,1.9071090221405,"Paralelo"
"264",35000,1.97011303901672,"Paralelo"
"265",35000,1.90210890769958,"Paralelo"
"266",35000,1.905109167099,"Paralelo"
"267",35000,1.91010880470276,"Paralelo"
"268",35000,1.96211218833923,"Paralelo"
"269",35000,1.90410900115967,"Paralelo"
"270",35000,1.90510892868042,"Paralelo"
"271",35000,1.97011303901672,"Paralelo"
"272",35000,1.92110991477966,"Paralelo"
"273",35000,1.88910818099976,"Paralelo"
"274",35000,1.89110803604126,"Paralelo"
"275",35000,1.97111296653748,"Paralelo"
"276",35000,1.89510798454285,"Paralelo"
"277",35000,1.91911005973816,"Paralelo"
"278",35000,1.96711301803589,"Paralelo"
"279",35000,1.89210796356201,"Paralelo"
"280",35000,1.90310907363892,"Paralelo"
